"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","7.56","1972978560","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","11.02","248765480","n/a","1985","n/a","n/a","http://www.nasdaq.com/symbol/iaf",
"CH","Aberdeen Chile Fund, Inc.","17.25","160097250","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ch",
"ETF","Aberdeen Emerging Markets Telecommunications and Infrastructur","19.47","160569090","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/etf",
"FCO","Aberdeen Global Income Fund, Inc.","14.22","127852020","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/fco",
"IF","Aberdeen Indonesia Fund, Inc.","12.92","106874240","n/a","1990","n/a","n/a","http://www.nasdaq.com/symbol/if",
"ISL","Aberdeen Israel Fund, Inc.","13.7064","58567447.2","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/isl",
"AXK","Accelr8 Technology Corporation","2.73","29366610","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axk",
"ACU","Acme United Corporation.","10.5502","33127628","n/a","1988","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acu",
"AQ            ","Acquity Group Limited","5.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aq            ",
"AE","Adams Resources & Energy, Inc.","60.73","256159140","n/a","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ae",
"ADK","Adcare Health Systems Inc","3.61","44049220","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adk",
"API","Advanced Photonix, Inc.","0.77","23846130","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/api",
"ANX","ADVENTRX Pharmaceuticals, Inc.","0.5899","28147668.4","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anx",
"ACY","AeroCentury Corp.","10.9","16818700","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"AIM","Aerosonic Corporation","3.45","13006500","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aim",
"AA^","Alcoa Inc.","85.47","56410200","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa^",
"AXX","Alderon Iron Ore Corp.","2.904","246021072","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axx",
"AXU","Alexco Resource Corp","6.39","383003820","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"ANV","Allied Nevada Gold Corp","29.29","2625760630","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/anv",
"AAU","Almaden Minerals, Ltd.","2.36","139527920","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"APT","Alpha Pro Tech, Ltd.","1.53","32263110","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/apt",
"DIT","AMCON Distributing Company","67.19","40851520","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dit",
"APP","American Apparel Inc","0.99","104589540","n/a","1994","Finance","Business Services","http://www.nasdaq.com/symbol/app",
"ADGE","American DG Energy Inc.","2.3","107182300","n/a","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/adge",
"ALN","American Lorain Corporation","1.34","46240720","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/aln",
"AMS","American Shared Hospital Services","3.2","14758400","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ams",
"AQQ","American Spectrum Realty, Inc.","4.99","17854220","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aqq",
"ANO","Anooraq Resources Corporation","0.256","51683328","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ano",
"AIS","Antares Pharma, Inc.","3.15","327483450","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ais",
"BRD","Apollo Gold Corporation","0.8412","169517782.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/brd",
"AGX","Argan, Inc.","14.58","199133640","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"ARR/WS","Armour Residential R","0.0179","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr/ws",
"HRT","Arrhythmia Research Technology Inc.","3.05","8512550","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/hrt",
"ATC","ATC Venture Group Inc.","0.3101","2198919.1","n/a","1986","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/atc",
"AZC","Augusta Resource Corporation","2.55","365058000","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/azc",
"AZK","Aurizon Mines, Ltd.","5.41","882219520","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/azk",
"AWX","Avalon Holdings Corporation","5.7","18188700","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"AVL","Avalon Rare Metals, Inc.","2.51","257571180","n/a","1980","n/a","n/a","http://www.nasdaq.com/symbol/avl",
"ASM","Avino Silver","1.75","47055750","n/a","1992","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"BONE","Bacterin International Holdings, Inc.","2.05","86257850","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bone",
"BKR","Baker (Michael) Corporation","22.53","215702220","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bkr",
"BTN","Ballantyne Strong, Inc","6.32","90154800","n/a","1995","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"BKJ","Bancorp of New Jersey, Inc","9.53","49622710","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bkj",
"BCV","Bancroft Convertible Fund, Inc.","16.44","87395040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcv",
"BAA","BANRO CORPORATION","4.27","841514520","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/baa",
"BHB","Bar Harbor Bankshares, Inc.","37","143634000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bhb",
"BRN","Barnwell Industries, Inc.","3.16","26155320","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/brn",
"BIR^A","Berkshire Income Realty, Inc.","27.8915","83060887","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bir^a",
"BTX","BioTime, Inc.","3.79","190720380","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/btx",
"BMJ","Birks & Mayors Inc.","1.03","3783190","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/bmj",
"RFA","BlackRock Florida Investment Quality Municipal Trust Inc. (The","13.3","15002400","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/rfa",
"BZM","BlackRock Maryland Municipal Bond Trust","17.44","36048480","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bzm",
"BLE","BlackRock Municipal Income Trust II","15.78","368226300","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/ble",
"RNJ","BlackRock New Jersey Investment Quality Municipal Trust Inc.","13.5899","13820928.3","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/rnj",
"BLJ","Blackrock New Jersey Municipal Bond Trust","16.93","39260670","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/blj",
"RNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","14.85","19542600","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/rny",
"BFY","BlackRock New York Municipal Income Trust II","16.3892","81405156.4","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bfy",
"BPS","BlackRock Pennsylvania Strategic Municipal Trust (The)","15.28","30972560","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/bps",
"BHV","BlackRock Virginia Municipal Bond Trust","20.1","31677600","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bhv",
"BDR","Blonder Tongue Laboratories, Inc.","1.2","7459200","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/bdr",
"BVX","Bovie Medical Corporation","2.75","48862000","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bvx",
"BWL/A","Bowl America, Inc.","13.15","48431450","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/bwl/a",
"BZC","Breeze-Eastern Corporation","8.06","76489400","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/bzc",
"BTI","British American Tobacco  Industries, p.l.c.","102.92","3988252920","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/bti",
"CAK","CAMAC Energy Inc.","0.78","121207320","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cak",
"CDY","Cardero Resource Corporation","0.91","83281380","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cdy",
"CXM","Cardium Therapeutics, Inc.","0.24","28708080","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cxm",
"ROX","Castle Brands, Inc.","0.305","32955860","n/a","2006","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/rox",
"CAW","CCA Industries, Inc.","4.68","28487160","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/caw",
"CVM","Cel-Sci Corporation","0.5149","131721718","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cvm",
"CEF","Central Fund of Canada Limited","21.23","5058748090","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cef",
"GTU","Central Gold Trust","62.99","687724820","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gtu",
"CET","Central Securities Corporation","21.83","502199150","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cet",
"CCF","Chase Corporation","14.85","134422200","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ccf",
"CQP","Cheniere Energy Partners, LP","26.3","815378900","n/a","2007","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","18.31","2815345600","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"CVR","Chicago Rivet & Machine Co.","18.8","18160800","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvr",
"AXN","China Aoxing Pharmaceutical Company, Inc.","0.38","18778080","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axn",
"CNAM","China Armco Metals, Inc.","0.69","10841280","n/a","n/a","Consumer Durables","Steel/Iron Ore","http://www.nasdaq.com/symbol/cnam",
"CBP","China Botanic Pharmaceutical Inc.","0.72","26812800","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbp",
"CHGS","China GengSheng Minerals, Inc.","0.74","19834220","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/chgs",
"CMFO","China Marine Food Group Limited","1.108","32905384","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cmfo",
"CNR","China Metro-Rural Holdings Limited","1.0462","68676752.8","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cnr",
"NEP","China North East Petroleum Holdings Limited","3.11","110669350","n/a","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nep",
"CNGL","China Nutrifruit Group Limited","0.3801","14031771.6","n/a","1997","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cngl",
"CPHI","China Pharma Holdings, Inc.","0.56","24376800","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphi",
"SHZ","China Shen Zhou Mining & Resources, Inc.","1.25","41781250","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/shz",
"KUN","China Shenghuo Pharmaceutical Holdings, Inc","0.16","3148640","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kun",
"CRC","Chromcraft Revington, Inc.","1.3507","8760640.2","n/a","1992","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/crc",
"MBA","CIBT Education Group Inc.","0.23","16548270","n/a","1992","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mba",
"CKX","CKX Lands, Inc.","12.52","24313840","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ckx",
"CGR","Claude Resources, Inc.","0.9013","148381019","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cgr",
"GLV","Clough Global Allocation Fund","13.67","142646450","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","12.84","229078440","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","11.47","593423390","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CRV","Coast Distribution System, Inc. (The)","2.27","10793850","n/a","n/a","Capital Goods","Automotive Aftermarket","http://www.nasdaq.com/symbol/crv",
"MOC","Command Security Corporation","1.24","13318840","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/moc",
"BTC","Community Bankers Trust Corporation.","2.39","51690920","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/btc",
"CIX","CompX International Inc.","13.43","32043980","n/a","1998","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cix",
"LODE","Comstock Mining, Inc.","1.96","77386680","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CONM","Conmed Healthcare Management, Inc.","3.54","49237860","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/conm",
"CTO","Consolidated-Tomoka Land Co.","29.4","171431400","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cto",
"CEP","Constellation Energy Partners, LLC","2.19","51931470","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cep",
"MCF","Contango Oil & Gas Company","54.26","833270820","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CUO","Continental Materials Corporation","15","24525000","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CMT","Core Molding Technologies Inc","8.31","60214260","n/a","1992","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CRMD","CorMedix Inc","0.3705","4226664","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CRMD/WS","CorMedix Inc","0.025","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crmd/ws",
"CFP","Cornerstone Progressive Return Fund","6.7799","106410530.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfp",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","7.0701","46570748.7","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","7.929","113947659","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/clm",
"COVR","Cover-All Technologies Inc.","2.0601","53115558.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/covr",
"CVU","CPI Aerostructures, Inc.","16.2","112525200","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/cvu",
"CIK","Credit Suisse Asset Management Income Fund, Inc.","3.86","193181420","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cik",
"DHY","Credit Suisse High Yield Bond Fund","3.11","233959080","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhy",
"EXE","Crexendo, Inc.","3.72","39171600","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/exe",
"CXZ","Crosshair Energy Corp","0.4035","19156969.5","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cxz",
"CRVP","Crystal Rock Holdings, Inc.","1.02","21816780","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/crvp",
"CTP","CTPartners Executive Search Inc.","6.3","44793000","n/a","2010","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ctp",
"QBC","Cubic Energy Inc","0.35","27025600","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qbc",
"DXR","Daxor Corporation","9.15","38393400","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxr",
"DEJ","Dejour Energy Inc.","0.3099","37619070.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dej",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","14.93","72216410","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/vcf",
"VFL","Delaware Investments Florida Insured Municipal Income Fund","13.552","74847696","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/vfl",
"VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","14.382","165464910","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/vmm",
"DLA","Delta Apparel, Inc.","14.31","120919500","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dla",
"DGSE","DGSE Companies, Inc.","7.43","83364600","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/dgse",
"DPW","Digital Power Corporation","1.47","10069500","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dpw",
"DSS","Document Security Systems, Inc.","3.07","63668730","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dss",
"DRJ","Dreams, Inc.","3.42","152747460","n/a","n/a","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/drj",
"DMF","Dreyfus Municipal Income, Inc.","10.19","210158560","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/dmf",
"GRF","Eagle Capital Growth Fund, Inc.","6.7801","21187812.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grf",
"ESTE","Earthstone Energy, Inc.","20.55","35078850","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"EVM","Eaton Vance California Municipal Bond Fund","12.35","268575450","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/evm",
"EIA","Eaton Vance California Municipal Bond Fund II","12.81","49715610","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eia",
"CEV","Eaton Vance California Municipal Income Trust","14.07","101923080","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/cev",
"EVV","Eaton Vance Limited Duration Income Fund","16.3","1912707200","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/evv",
"MAB","Eaton Vance Massachusetts Municipal Bond Fund","15.97","28203020","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/mab",
"MMV","Eaton Vance Massachusetts Municipal Income Trust","14.9","40930300","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/mmv",
"MIW","Eaton Vance Michigan Municipal Bond Fund","15.79","23890270","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/miw",
"EMI","Eaton Vance Michigan Municipal Income Trust","13.472","28506752","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/emi",
"EIM","Eaton Vance Municipal Bond Fund","13.26","903138600","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eim",
"EIV","Eaton Vance Municipal Bond Fund II","14.4499","144354501","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eiv",
"EMJ","Eaton Vance New Jersey Municipal Bond Fund","14.76","38302200","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/emj",
"EVJ","Eaton Vance New Jersey Municipal Income Trust","13.99","65263350","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/evj",
"ENX","Eaton Vance New York Municipal Bond Fund","13.87","220130770","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/enx",
"NYH","Eaton Vance New York Municipal Bond Fund II","14.2001","36409056.4","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nyh",
"EVY","Eaton Vance New York Municipal Income Trust","14.75","80564500","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/evy",
"EIO","Eaton Vance Ohio Municipal Bond Fund","14.3","36193300","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eio",
"EVO","Eaton Vance Ohio Municipal Income Trust","14.7","41968500","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/evo",
"EIP","Eaton Vance Pennsylvania Municipal Bond Fund","14.5699","43068624.4","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eip",
"EVP","Eaton Vance Pennsylvania Municipal Income Trust","14.18","38527060","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/evp",
"ECBE","ECB Bancorp Inc","9.4008","26792280","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ecbe",
"ELMD","Electromed, Inc.","2.7101","21989751.4","n/a","2010","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"ETAK","Elephant Talk Communications Inc","2.0309","231130636.3","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/etak",
"ELLI","Ellie Mae, Inc.","12.96","279793440","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"ELLO","Ellomay Capital Ltd.","6.3","67655700","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ello",
"ECF","Ellsworth Convertible Growth and Income Fund, Inc.","7.13","95606170","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/ecf",
"EMAN","eMagin Corporation","3.11","73203180","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"MSN","Emerson Radio Corporation","2.03","55073900","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"ESA","Energy Services Acquisition Corp","3.47","50131090","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/esa",
"EGX","Engex, Inc.","2.21","3595532980","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egx",
"ENA","Enova Systems Inc.","0.183","7841184","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ena",
"EGT","Entertainment Gaming Asia Incorporated","1.03","123207570","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"EGI","Entree Gold Inc","1.09","138448530","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"EVI","EnviroStarm, Inc.","1.29","9073860","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"ESP","Espey Mfg. & Electronics Corp.","25","58050000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"ETUA","eUnits 2 Year U.S. Market Participation Trust","10.06","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/etua",
"EMXX","Eurasian Minerals Inc.","2.269","118523484","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emxx",
"EVBN","Evans Bancorp, Inc.","15","61935000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EVK","Ever-Glory International Group, Inc.","1.87","27612420","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"EPM","Evolution Petroleum Corporation, Inc.","8.84","245902280","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EPM^A","Evolution Petroleum Corporation, Inc.","26.68","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epm^a",
"XRA","Exeter Resource Corporation","2.4","209582400","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"XG","Extorre Gold Mines Ltd.","4.24","392484080","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xg",
"FPP","FieldPoint Petroleum Corporation","3.9399","31452221.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FPP/WS","FieldPoint Petroleum Corporation","1.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp/ws",
"MXN","First American Minnesota Municipal Income Fund II, Inc.","17.0899","25173422.7","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/mxn",
"FEN","First Trust Energy Income and Growth Fund","31","437410000","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/fen",
"FWV","First West Virginia Bancorp, Inc.","16.75","27687750","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fwv",
"BDL","Flanigan&#39;s Enterprises, Inc.","7.38","13726800","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","2.08","27393600","n/a","1998","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FFI","Fortune Diversified Industries, Inc.","0.2","2454200","n/a","1983","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ffi",
"FSP","Franklin Street Properties Corp.","10.07","835175590","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fsp",
"FTF","Franklin Templeton Limited Duration Income Trust","14.2","380375400","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ftf",
"FOH","Frederick&#39;s of Hollywood Group","0.26","10121280","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/foh",
"FRD","Friedman Industries Inc.","11.69","79480310","n/a","1972","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/frd",
"FRS","Frisch&#39;s Restaurants, Inc.","26.78","132239640","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frs",
"FLL","Full House Resorts, Inc.","3.02","56395480","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"GLU","Gabelli Global Utility","21.268","65484172","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust by Gabelli","16.21","1221196560","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/ggn",
"GGN^A","GAMCO Global Gold, Natural Reources & Income Trust by Gabelli","25.96","102697760","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggn^a",
"EGAS","Gas Natural Inc.","11.4401","93294015.5","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GSX","GASCO ENERGY INC","0.2499","42358050","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gsx",
